Country,Year_Week,Cases,Y_M
Qatar,2011-2,9,2011-1
Republic of Korea,2011-2,182,2011-1
Singapore,2011-2,54,2011-1
Sri Lanka,2011-2,24,2011-1
Syrian Arab Republic,2011-2,NA,2011-1
Thailand,2011-2,4,2011-1
Turkey,2011-2,11,2011-1
Viet Nam,2011-2,25,2011-1
Afghanistan,2011-3,0,2011-1
Armenia,2011-3,0,2011-1
Azerbaijan,2011-3,0,2011-1
Bahrain,2011-3,NA,2011-1
Bangladesh,2011-3,0,2011-1
Bhutan,2011-3,0,2011-1
Cambodia,2011-3,0,2011-1
China,2011-3,"1,399",2011-1
Georgia,2011-3,74,2011-1
India,2011-3,14,2011-1
Indonesia,2011-3,11,2011-1
Iran (Islamic Republic of),2011-3,81,2011-1
Iraq,2011-3,32,2011-1
Israel,2011-3,54,2011-1
Japan,2011-3,"1,354",2011-1
Jordan,2011-3,1,2011-1
Kazakhstan,2011-3,0,2011-1
Kyrgyzstan,2011-3,0,2011-1
Lao People's Democratic Republic,2011-3,1,2011-1
Malaysia,2011-3,1,2011-1
Mongolia,2011-3,20,2011-1
Nepal,2011-3,NA,2011-1
Oman,2011-3,23,2011-1
Pakistan,2011-3,67,2011-1
Philippines,2011-3,2,2011-1
Qatar,2011-3,12,2011-1
Republic of Korea,2011-3,124,2011-1
Singapore,2011-3,65,2011-1
Sri Lanka,2011-3,14,2011-1
Syrian Arab Republic,2011-3,NA,2011-1
Thailand,2011-3,4,2011-1
Turkey,2011-3,47,2011-1
Viet Nam,2011-3,23,2011-1
Afghanistan,2011-4,0,2011-1
Armenia,2011-4,0,2011-1
Azerbaijan,2011-4,0,2011-1
Bahrain,2011-4,NA,2011-1
Bangladesh,2011-4,0,2011-1
Bhutan,2011-4,0,2011-1
Cambodia,2011-4,0,2011-1
China,2011-4,"1,653",2011-1
Georgia,2011-4,100,2011-1
India,2011-4,10,2011-1
Indonesia,2011-4,11,2011-1
Iran (Islamic Republic of),2011-4,70,2011-1
Iraq,2011-4,18,2011-1
Israel,2011-4,61,2011-1
Japan,2011-4,847,2011-1
Jordan,2011-4,4,2011-1
Kazakhstan,2011-4,0,2011-1
Kyrgyzstan,2011-4,0,2011-1
Lao People's Democratic Republic,2011-4,1,2011-1
Malaysia,2011-4,2,2011-1
Mongolia,2011-4,15,2011-1
Nepal,2011-4,NA,2011-1
Oman,2011-4,16,2011-1
Pakistan,2011-4,44,2011-1
Philippines,2011-4,3,2011-1
Qatar,2011-4,4,2011-1
Republic of Korea,2011-4,59,2011-1
Singapore,2011-4,66,2011-1
Sri Lanka,2011-4,6,2011-1
Syrian Arab Republic,2011-4,NA,2011-1
Thailand,2011-4,0,2011-1
Turkey,2011-4,49,2011-1
Viet Nam,2011-4,27,2011-1
Afghanistan,2011-5,1,2011-1
Armenia,2011-5,0,2011-1
Azerbaijan,2011-5,0,2011-1
Bahrain,2011-5,NA,2011-1
Bangladesh,2011-5,0,2011-1
Bhutan,2011-5,0,2011-1
Cambodia,2011-5,1,2011-1
China,2011-5,"1,261",2011-1
Georgia,2011-5,93,2011-1
India,2011-5,13,2011-1
Indonesia,2011-5,11,2011-1
Iran (Islamic Republic of),2011-5,49,2011-1
Iraq,2011-5,21,2011-1
Israel,2011-5,52,2011-1
Japan,2011-5,607,2011-1
Jordan,2011-5,1,2011-1
Kazakhstan,2011-5,0,2011-1
Kyrgyzstan,2011-5,0,2011-1
Lao People's Democratic Republic,2011-5,1,2011-1
Malaysia,2011-5,2,2011-1
Mongolia,2011-5,7,2011-1
Nepal,2011-5,NA,2011-1
Oman,2011-5,10,2011-1
Pakistan,2011-5,54,2011-1
Philippines,2011-5,6,2011-1
Qatar,2011-5,7,2011-1
Republic of Korea,2011-5,33,2011-1
Singapore,2011-5,32,2011-1
Sri Lanka,2011-5,8,2011-1
Syrian Arab Republic,2011-5,NA,2011-1
Thailand,2011-5,3,2011-1
Turkey,2011-5,62,2011-1
Viet Nam,2011-5,0,2011-1
Afghanistan,2011-6,0,2011-2
Armenia,2011-6,0,2011-2
Azerbaijan,2011-6,0,2011-2
Bahrain,2011-6,NA,2011-2
Bangladesh,2011-6,0,2011-2
Bhutan,2011-6,0,2011-2
Cambodia,2011-6,1,2011-2
China,2011-6,"1,308",2011-2
Georgia,2011-6,61,2011-2
India,2011-6,7,2011-2
Indonesia,2011-6,17,2011-2
Iran (Islamic Republic of),2011-6,52,2011-2
Iraq,2011-6,20,2011-2
Israel,2011-6,37,2011-2
Japan,2011-6,335,2011-2
Jordan,2011-6,2,2011-2
Kazakhstan,2011-6,0,2011-2
Kyrgyzstan,2011-6,0,2011-2
Lao People's Democratic Republic,2011-6,1,2011-2
Malaysia,2011-6,0,2011-2
Mongolia,2011-6,14,2011-2
Nepal,2011-6,NA,2011-2
Oman,2011-6,5,2011-2
Pakistan,2011-6,40,2011-2
Philippines,2011-6,16,2011-2
Qatar,2011-6,4,2011-2
Republic of Korea,2011-6,4,2011-2
Singapore,2011-6,52,2011-2
Sri Lanka,2011-6,3,2011-2
Syrian Arab Republic,2011-6,NA,2011-2
Thailand,2011-6,1,2011-2
Turkey,2011-6,58,2011-2
Viet Nam,2011-6,5,2011-2
Afghanistan,2011-7,0,2011-2
Armenia,2011-7,0,2011-2
Azerbaijan,2011-7,0,2011-2
Bahrain,2011-7,NA,2011-2
Bangladesh,2011-7,0,2011-2
Bhutan,2011-7,0,2011-2
Cambodia,2011-7,0,2011-2
China,2011-7,"1,198",2011-2
Georgia,2011-7,54,2011-2
India,2011-7,20,2011-2
Indonesia,2011-7,8,2011-2
Iran (Islamic Republic of),2011-7,22,2011-2
Iraq,2011-7,34,2011-2
Israel,2011-7,24,2011-2
Japan,2011-7,207,2011-2
Jordan,2011-7,1,2011-2
Kazakhstan,2011-7,0,2011-2
Kyrgyzstan,2011-7,1,2011-2
Lao People's Democratic Republic,2011-7,2,2011-2
Malaysia,2011-7,0,2011-2
Mongolia,2011-7,11,2011-2
Nepal,2011-7,NA,2011-2
Oman,2011-7,4,2011-2
Pakistan,2011-7,6,2011-2
Philippines,2011-7,24,2011-2
Qatar,2011-7,0,2011-2
Republic of Korea,2011-7,6,2011-2
Singapore,2011-7,33,2011-2
Sri Lanka,2011-7,1,2011-2
Syrian Arab Republic,2011-7,NA,2011-2
Thailand,2011-7,1,2011-2
Turkey,2011-7,57,2011-2
Viet Nam,2011-7,28,2011-2
Afghanistan,2011-8,0,2011-2
Armenia,2011-8,1,2011-2
Azerbaijan,2011-8,0,2011-2
Bahrain,2011-8,NA,2011-2
Bangladesh,2011-8,0,2011-2
Bhutan,2011-8,0,2011-2
Cambodia,2011-8,1,2011-2
China,2011-8,796,2011-2
Georgia,2011-8,42,2011-2
India,2011-8,9,2011-2
Indonesia,2011-8,14,2011-2
Iran (Islamic Republic of),2011-8,22,2011-2
Iraq,2011-8,15,2011-2
Israel,2011-8,13,2011-2
Japan,2011-8,145,2011-2
Jordan,2011-8,1,2011-2
Kazakhstan,2011-8,0,2011-2
Kyrgyzstan,2011-8,0,2011-2
Lao People's Democratic Republic,2011-8,0,2011-2
Malaysia,2011-8,2,2011-2
Mongolia,2011-8,6,2011-2
Nepal,2011-8,NA,2011-2
Oman,2011-8,4,2011-2
Pakistan,2011-8,7,2011-2
Philippines,2011-8,17,2011-2
Qatar,2011-8,6,2011-2
Republic of Korea,2011-8,3,2011-2
Singapore,2011-8,23,2011-2
Sri Lanka,2011-8,3,2011-2
Syrian Arab Republic,2011-8,NA,2011-2
Thailand,2011-8,0,2011-2
Turkey,2011-8,57,2011-2
Viet Nam,2011-8,38,2011-2
Afghanistan,2011-9,0,2011-2
Armenia,2011-9,0,2011-2
Azerbaijan,2011-9,0,2011-2
Bahrain,2011-9,NA,2011-2
Bangladesh,2011-9,0,2011-2
Bhutan,2011-9,0,2011-2
Cambodia,2011-9,0,2011-2
China,2011-9,604,2011-2
Georgia,2011-9,15,2011-2
India,2011-9,8,2011-2
Indonesia,2011-9,1,2011-2
Iran (Islamic Republic of),2011-9,21,2011-2
Iraq,2011-9,6,2011-2
Israel,2011-9,6,2011-2
Japan,2011-9,91,2011-2
Jordan,2011-9,0,2011-2
Kazakhstan,2011-9,0,2011-2
Kyrgyzstan,2011-9,0,2011-2
Lao People's Democratic Republic,2011-9,0,2011-2
Malaysia,2011-9,0,2011-2
Mongolia,2011-9,13,2011-2
Nepal,2011-9,NA,2011-2
Oman,2011-9,4,2011-2
Pakistan,2011-9,8,2011-2
Philippines,2011-9,14,2011-2
Qatar,2011-9,4,2011-2
Republic of Korea,2011-9,0,2011-2
Singapore,2011-9,19,2011-2
Sri Lanka,2011-9,0,2011-2
Syrian Arab Republic,2011-9,NA,2011-2
Thailand,2011-9,1,2011-2
Turkey,2011-9,30,2011-2
Viet Nam,2011-9,39,2011-2
Afghanistan,2011-10,0,2011-3
Armenia,2011-10,3,2011-3
Azerbaijan,2011-10,0,2011-3
Bahrain,2011-10,NA,2011-3
Bangladesh,2011-10,0,2011-3
Bhutan,2011-10,0,2011-3
Cambodia,2011-10,0,2011-3
China,2011-10,386,2011-3
Georgia,2011-10,13,2011-3
India,2011-10,8,2011-3
Indonesia,2011-10,2,2011-3
Iran (Islamic Republic of),2011-10,32,2011-3
Iraq,2011-10,6,2011-3
Israel,2011-10,5,2011-3
Japan,2011-10,71,2011-3
Jordan,2011-10,0,2011-3
Kazakhstan,2011-10,0,2011-3
Kyrgyzstan,2011-10,0,2011-3
Lao People's Democratic Republic,2011-10,1,2011-3
Malaysia,2011-10,0,2011-3
Mongolia,2011-10,3,2011-3
Nepal,2011-10,NA,2011-3
Oman,2011-10,5,2011-3
Pakistan,2011-10,11,2011-3
Philippines,2011-10,17,2011-3
Qatar,2011-10,3,2011-3
Republic of Korea,2011-10,3,2011-3
Singapore,2011-10,13,2011-3
Sri Lanka,2011-10,1,2011-3
Syrian Arab Republic,2011-10,NA,2011-3
Thailand,2011-10,1,2011-3
Turkey,2011-10,22,2011-3
Viet Nam,2011-10,60,2011-3
Afghanistan,2011-11,0,2011-3
Armenia,2011-11,5,2011-3
Azerbaijan,2011-11,0,2011-3
Bahrain,2011-11,NA,2011-3
Bangladesh,2011-11,1,2011-3
Bhutan,2011-11,0,2011-3
Cambodia,2011-11,1,2011-3
China,2011-11,182,2011-3
Georgia,2011-11,8,2011-3
India,2011-11,8,2011-3
Indonesia,2011-11,2,2011-3
Iran (Islamic Republic of),2011-11,16,2011-3
Iraq,2011-11,1,2011-3
Israel,2011-11,1,2011-3
Japan,2011-11,17,2011-3
Jordan,2011-11,0,2011-3
Kazakhstan,2011-11,0,2011-3
Kyrgyzstan,2011-11,0,2011-3
Lao People's Democratic Republic,2011-11,1,2011-3
Malaysia,2011-11,0,2011-3
Mongolia,2011-11,0,2011-3
Nepal,2011-11,NA,2011-3
Oman,2011-11,3,2011-3
Pakistan,2011-11,2,2011-3
Philippines,2011-11,19,2011-3
Qatar,2011-11,3,2011-3
Republic of Korea,2011-11,0,2011-3
Singapore,2011-11,9,2011-3
Sri Lanka,2011-11,0,2011-3
Syrian Arab Republic,2011-11,NA,2011-3
Thailand,2011-11,2,2011-3
Turkey,2011-11,12,2011-3
Viet Nam,2011-11,50,2011-3
Afghanistan,2011-12,0,2011-3
Armenia,2011-12,1,2011-3
Azerbaijan,2011-12,0,2011-3
Bahrain,2011-12,NA,2011-3
Bangladesh,2011-12,0,2011-3
Bhutan,2011-12,0,2011-3
Cambodia,2011-12,0,2011-3
China,2011-12,77,2011-3
Georgia,2011-12,4,2011-3
India,2011-12,1,2011-3
Indonesia,2011-12,4,2011-3
Iran (Islamic Republic of),2011-12,4,2011-3
Iraq,2011-12,0,2011-3
Israel,2011-12,1,2011-3
Japan,2011-12,9,2011-3
Jordan,2011-12,0,2011-3
Kazakhstan,2011-12,0,2011-3
Kyrgyzstan,2011-12,0,2011-3
Lao People's Democratic Republic,2011-12,0,2011-3
Malaysia,2011-12,0,2011-3
Mongolia,2011-12,0,2011-3
Nepal,2011-12,NA,2011-3
Oman,2011-12,8,2011-3
Pakistan,2011-12,0,2011-3
Philippines,2011-12,14,2011-3
Qatar,2011-12,0,2011-3
Republic of Korea,2011-12,0,2011-3
Singapore,2011-12,13,2011-3
Sri Lanka,2011-12,0,2011-3
Syrian Arab Republic,2011-12,NA,2011-3
Thailand,2011-12,5,2011-3
Turkey,2011-12,10,2011-3
Viet Nam,2011-12,25,2011-3
Afghanistan,2011-13,0,2011-3
Armenia,2011-13,4,2011-3
Azerbaijan,2011-13,0,2011-3
Bahrain,2011-13,NA,2011-3
Bangladesh,2011-13,0,2011-3
Bhutan,2011-13,0,2011-3
Cambodia,2011-13,1,2011-3
China,2011-13,48,2011-3
Georgia,2011-13,0,2011-3
India,2011-13,0,2011-3
Indonesia,2011-13,3,2011-3
Iran (Islamic Republic of),2011-13,6,2011-3
Iraq,2011-13,2,2011-3
Israel,2011-13,1,2011-3
Japan,2011-13,2,2011-3
Jordan,2011-13,0,2011-3
Kazakhstan,2011-13,0,2011-3
Kyrgyzstan,2011-13,0,2011-3
Lao People's Democratic Republic,2011-13,0,2011-3
Malaysia,2011-13,1,2011-3
Mongolia,2011-13,1,2011-3
Nepal,2011-13,NA,2011-3
Oman,2011-13,4,2011-3
Pakistan,2011-13,0,2011-3
Philippines,2011-13,10,2011-3
Qatar,2011-13,2,2011-3
Republic of Korea,2011-13,0,2011-3
Singapore,2011-13,5,2011-3
Sri Lanka,2011-13,2,2011-3
Syrian Arab Republic,2011-13,NA,2011-3
Thailand,2011-13,1,2011-3
Turkey,2011-13,6,2011-3
Viet Nam,2011-13,32,2011-3
Afghanistan,2011-14,0,2011-4
Armenia,2011-14,0,2011-4
Azerbaijan,2011-14,0,2011-4
Bahrain,2011-14,NA,2011-4
Bangladesh,2011-14,0,2011-4
Bhutan,2011-14,0,2011-4
Cambodia,2011-14,0,2011-4
China,2011-14,15,2011-4
Georgia,2011-14,2,2011-4
India,2011-14,3,2011-4
Indonesia,2011-14,1,2011-4
Iran (Islamic Republic of),2011-14,8,2011-4
Iraq,2011-14,0,2011-4
Israel,2011-14,NA,2011-4
Japan,2011-14,2,2011-4
Jordan,2011-14,0,2011-4
Kazakhstan,2011-14,0,2011-4
Kyrgyzstan,2011-14,0,2011-4
Lao People's Democratic Republic,2011-14,1,2011-4
Malaysia,2011-14,0,2011-4
Mongolia,2011-14,0,2011-4
Nepal,2011-14,NA,2011-4
Oman,2011-14,1,2011-4
Pakistan,2011-14,0,2011-4
Philippines,2011-14,10,2011-4
Qatar,2011-14,3,2011-4
Republic of Korea,2011-14,0,2011-4
Singapore,2011-14,8,2011-4
Sri Lanka,2011-14,1,2011-4
Syrian Arab Republic,2011-14,NA,2011-4
Thailand,2011-14,1,2011-4
Turkey,2011-14,2,2011-4
Viet Nam,2011-14,10,2011-4
Afghanistan,2011-15,0,2011-4
Armenia,2011-15,0,2011-4
Azerbaijan,2011-15,0,2011-4
Bahrain,2011-15,NA,2011-4
Bangladesh,2011-15,0,2011-4
Bhutan,2011-15,12,2011-4
Cambodia,2011-15,0,2011-4
China,2011-15,16,2011-4
Georgia,2011-15,0,2011-4
India,2011-15,1,2011-4
Indonesia,2011-15,2,2011-4
Iran (Islamic Republic of),2011-15,7,2011-4
Iraq,2011-15,0,2011-4
Israel,2011-15,NA,2011-4
Japan,2011-15,2,2011-4
Jordan,2011-15,0,2011-4
Kazakhstan,2011-15,0,2011-4
Kyrgyzstan,2011-15,NA,2011-4
Lao People's Democratic Republic,2011-15,0,2011-4
Malaysia,2011-15,0,2011-4
Mongolia,2011-15,0,2011-4
Nepal,2011-15,NA,2011-4
Oman,2011-15,4,2011-4
Pakistan,2011-15,0,2011-4
Philippines,2011-15,10,2011-4
Qatar,2011-15,NA,2011-4
Republic of Korea,2011-15,1,2011-4
Singapore,2011-15,3,2011-4
Sri Lanka,2011-15,0,2011-4
Syrian Arab Republic,2011-15,NA,2011-4
Thailand,2011-15,1,2011-4
Turkey,2011-15,0,2011-4
Viet Nam,2011-15,8,2011-4
Afghanistan,2011-16,0,2011-4
Armenia,2011-16,0,2011-4
Azerbaijan,2011-16,0,2011-4
Bahrain,2011-16,NA,2011-4
Bangladesh,2011-16,0,2011-4
Bhutan,2011-16,9,2011-4
Cambodia,2011-16,0,2011-4
China,2011-16,11,2011-4
Georgia,2011-16,1,2011-4
India,2011-16,1,2011-4
Indonesia,2011-16,2,2011-4
Iran (Islamic Republic of),2011-16,3,2011-4
Iraq,2011-16,1,2011-4
Israel,2011-16,NA,2011-4
Japan,2011-16,3,2011-4
Jordan,2011-16,0,2011-4
Kazakhstan,2011-16,0,2011-4
Kyrgyzstan,2011-16,0,2011-4
Lao People's Democratic Republic,2011-16,2,2011-4
Malaysia,2011-16,1,2011-4
Mongolia,2011-16,0,2011-4
Nepal,2011-16,NA,2011-4
Oman,2011-16,0,2011-4
Pakistan,2011-16,0,2011-4
Philippines,2011-16,2,2011-4
Qatar,2011-16,0,2011-4
Republic of Korea,2011-16,0,2011-4
Singapore,2011-16,1,2011-4
Sri Lanka,2011-16,1,2011-4
Syrian Arab Republic,2011-16,NA,2011-4
Thailand,2011-16,6,2011-4
Turkey,2011-16,0,2011-4
Viet Nam,2011-16,6,2011-4
Afghanistan,2011-17,0,2011-4
Armenia,2011-17,0,2011-4
Azerbaijan,2011-17,0,2011-4
Bahrain,2011-17,NA,2011-4
Bangladesh,2011-17,0,2011-4
Bhutan,2011-17,2,2011-4
Cambodia,2011-17,1,2011-4
China,2011-17,8,2011-4
Georgia,2011-17,0,2011-4
India,2011-17,0,2011-4
Indonesia,2011-17,5,2011-4
Iran (Islamic Republic of),2011-17,0,2011-4
Iraq,2011-17,0,2011-4
Israel,2011-17,NA,2011-4
Japan,2011-17,2,2011-4
Jordan,2011-17,0,2011-4
Kazakhstan,2011-17,0,2011-4
Kyrgyzstan,2011-17,NA,2011-4
Lao People's Democratic Republic,2011-17,0,2011-4
Malaysia,2011-17,0,2011-4
Mongolia,2011-17,0,2011-4
Nepal,2011-17,NA,2011-4
Oman,2011-17,2,2011-4
Pakistan,2011-17,0,2011-4
Philippines,2011-17,5,2011-4
Qatar,2011-17,2,2011-4
Republic of Korea,2011-17,1,2011-4
Singapore,2011-17,0,2011-4
Sri Lanka,2011-17,1,2011-4
Syrian Arab Republic,2011-17,NA,2011-4
Thailand,2011-17,2,2011-4
Turkey,2011-17,0,2011-4
Viet Nam,2011-17,22,2011-4
Afghanistan,2011-18,0,2011-5
Armenia,2011-18,0,2011-5
Azerbaijan,2011-18,0,2011-5
Bahrain,2011-18,NA,2011-5
Bangladesh,2011-18,0,2011-5
Bhutan,2011-18,8,2011-5
Cambodia,2011-18,0,2011-5
China,2011-18,1,2011-5
Georgia,2011-18,0,2011-5
India,2011-18,0,2011-5
Indonesia,2011-18,3,2011-5
Iran (Islamic Republic of),2011-18,0,2011-5
Iraq,2011-18,0,2011-5
Israel,2011-18,NA,2011-5
Japan,2011-18,0,2011-5
Jordan,2011-18,0,2011-5
Kazakhstan,2011-18,0,2011-5
Kyrgyzstan,2011-18,0,2011-5
Lao People's Democratic Republic,2011-18,0,2011-5
Malaysia,2011-18,0,2011-5
Mongolia,2011-18,0,2011-5
Nepal,2011-18,NA,2011-5
Oman,2011-18,1,2011-5
Pakistan,2011-18,0,2011-5
Philippines,2011-18,6,2011-5
Qatar,2011-18,1,2011-5
Republic of Korea,2011-18,0,2011-5
Singapore,2011-18,1,2011-5
Sri Lanka,2011-18,2,2011-5
Syrian Arab Republic,2011-18,NA,2011-5
Thailand,2011-18,1,2011-5
Turkey,2011-18,0,2011-5
Viet Nam,2011-18,12,2011-5
Afghanistan,2011-19,NA,2011-5
Armenia,2011-19,0,2011-5
Azerbaijan,2011-19,0,2011-5
Bahrain,2011-19,NA,2011-5
Bangladesh,2011-19,0,2011-5
Bhutan,2011-19,3,2011-5
Cambodia,2011-19,2,2011-5
China,2011-19,1,2011-5
Georgia,2011-19,0,2011-5
India,2011-19,1,2011-5
Indonesia,2011-19,0,2011-5
Iran (Islamic Republic of),2011-19,1,2011-5
Iraq,2011-19,0,2011-5
Israel,2011-19,NA,2011-5
Japan,2011-19,1,2011-5
Jordan,2011-19,0,2011-5
Kazakhstan,2011-19,0,2011-5
Kyrgyzstan,2011-19,NA,2011-5
Lao People's Democratic Republic,2011-19,0,2011-5
Malaysia,2011-19,0,2011-5
Mongolia,2011-19,0,2011-5
Nepal,2011-19,NA,2011-5
Oman,2011-19,1,2011-5
Pakistan,2011-19,0,2011-5
Philippines,2011-19,3,2011-5
Qatar,2011-19,2,2011-5
Republic of Korea,2011-19,0,2011-5
Singapore,2011-19,2,2011-5
Sri Lanka,2011-19,1,2011-5
Syrian Arab Republic,2011-19,NA,2011-5
Thailand,2011-19,0,2011-5
Turkey,2011-19,0,2011-5
Viet Nam,2011-19,6,2011-5
Afghanistan,2011-20,2,2011-5
Armenia,2011-20,0,2011-5
Azerbaijan,2011-20,NA,2011-5
Bahrain,2011-20,NA,2011-5
Bangladesh,2011-20,0,2011-5
Bhutan,2011-20,2,2011-5
Cambodia,2011-20,1,2011-5
China,2011-20,1,2011-5
Georgia,2011-20,0,2011-5
India,2011-20,0,2011-5
Indonesia,2011-20,0,2011-5
Iran (Islamic Republic of),2011-20,2,2011-5
Iraq,2011-20,0,2011-5
Israel,2011-20,NA,2011-5
Japan,2011-20,0,2011-5
Jordan,2011-20,0,2011-5
Kazakhstan,2011-20,0,2011-5
Kyrgyzstan,2011-20,0,2011-5
Lao People's Democratic Republic,2011-20,2,2011-5
Malaysia,2011-20,0,2011-5
Mongolia,2011-20,0,2011-5
Nepal,2011-20,NA,2011-5
Oman,2011-20,0,2011-5
Pakistan,2011-20,0,2011-5
Philippines,2011-20,1,2011-5
Qatar,2011-20,3,2011-5
Republic of Korea,2011-20,0,2011-5
Singapore,2011-20,1,2011-5
Sri Lanka,2011-20,3,2011-5
Syrian Arab Republic,2011-20,NA,2011-5
Thailand,2011-20,3,2011-5
Turkey,2011-20,0,2011-5
Viet Nam,2011-20,16,2011-5
Afghanistan,2011-21,0,2011-5
Armenia,2011-21,0,2011-5
Azerbaijan,2011-21,0,2011-5
Bahrain,2011-21,NA,2011-5
Bangladesh,2011-21,0,2011-5
Bhutan,2011-21,1,2011-5
Cambodia,2011-21,1,2011-5
China,2011-21,0,2011-5
Georgia,2011-21,0,2011-5
India,2011-21,5,2011-5
Indonesia,2011-21,0,2011-5
Iran (Islamic Republic of),2011-21,1,2011-5
Iraq,2011-21,0,2011-5
Israel,2011-21,NA,2011-5
Japan,2011-21,0,2011-5
Jordan,2011-21,0,2011-5
Kazakhstan,2011-21,0,2011-5
Kyrgyzstan,2011-21,NA,2011-5
Lao People's Democratic Republic,2011-21,0,2011-5
Malaysia,2011-21,0,2011-5
Mongolia,2011-21,0,2011-5
Nepal,2011-21,NA,2011-5
Oman,2011-21,0,2011-5
Pakistan,2011-21,0,2011-5
Philippines,2011-21,1,2011-5
Qatar,2011-21,1,2011-5
Republic of Korea,2011-21,0,2011-5
Singapore,2011-21,5,2011-5
Sri Lanka,2011-21,2,2011-5
Syrian Arab Republic,2011-21,NA,2011-5
Thailand,2011-21,5,2011-5
Turkey,2011-21,0,2011-5
Viet Nam,2011-21,14,2011-5
Afghanistan,2011-22,0,2011-5
Armenia,2011-22,0,2011-5
Azerbaijan,2011-22,0,2011-5
Bahrain,2011-22,NA,2011-5
Bangladesh,2011-22,2,2011-5
Bhutan,2011-22,0,2011-5
Cambodia,2011-22,2,2011-5
China,2011-22,0,2011-5
Georgia,2011-22,0,2011-5
India,2011-22,3,2011-5
Indonesia,2011-22,4,2011-5
Iran (Islamic Republic of),2011-22,0,2011-5
Iraq,2011-22,0,2011-5
Israel,2011-22,NA,2011-5
Japan,2011-22,0,2011-5
Jordan,2011-22,0,2011-5
Kazakhstan,2011-22,0,2011-5
Kyrgyzstan,2011-22,NA,2011-5
Lao People's Democratic Republic,2011-22,0,2011-5
Malaysia,2011-22,0,2011-5
Mongolia,2011-22,0,2011-5
Nepal,2011-22,NA,2011-5
Oman,2011-22,0,2011-5
Pakistan,2011-22,0,2011-5
Philippines,2011-22,4,2011-5
Qatar,2011-22,0,2011-5
Republic of Korea,2011-22,0,2011-5
Singapore,2011-22,3,2011-5
Sri Lanka,2011-22,2,2011-5
Syrian Arab Republic,2011-22,NA,2011-5
Thailand,2011-22,3,2011-5
Turkey,2011-22,0,2011-5
Viet Nam,2011-22,11,2011-5
Afghanistan,2011-23,0,2011-6
Armenia,2011-23,0,2011-6
Azerbaijan,2011-23,NA,2011-6
Bahrain,2011-23,NA,2011-6
Bangladesh,2011-23,0,2011-6
Bhutan,2011-23,0,2011-6
Cambodia,2011-23,5,2011-6
China,2011-23,3,2011-6
Georgia,2011-23,0,2011-6
India,2011-23,1,2011-6
Indonesia,2011-23,1,2011-6
Iran (Islamic Republic of),2011-23,0,2011-6
Iraq,2011-23,0,2011-6
Israel,2011-23,NA,2011-6
Japan,2011-23,0,2011-6
Jordan,2011-23,0,2011-6
Kazakhstan,2011-23,0,2011-6
Kyrgyzstan,2011-23,NA,2011-6
Lao People's Democratic Republic,2011-23,0,2011-6
Malaysia,2011-23,0,2011-6
Mongolia,2011-23,0,2011-6
Nepal,2011-23,NA,2011-6
Oman,2011-23,0,2011-6
Pakistan,2011-23,1,2011-6
Philippines,2011-23,5,2011-6
Qatar,2011-23,4,2011-6
Republic of Korea,2011-23,0,2011-6
Singapore,2011-23,5,2011-6
Sri Lanka,2011-23,5,2011-6
Syrian Arab Republic,2011-23,NA,2011-6
Thailand,2011-23,2,2011-6
Turkey,2011-23,0,2011-6
Viet Nam,2011-23,15,2011-6
Afghanistan,2011-24,0,2011-6
Armenia,2011-24,0,2011-6
Azerbaijan,2011-24,0,2011-6
Bahrain,2011-24,NA,2011-6
Bangladesh,2011-24,2,2011-6
Bhutan,2011-24,0,2011-6
Cambodia,2011-24,1,2011-6
China,2011-24,3,2011-6
Georgia,2011-24,0,2011-6
India,2011-24,0,2011-6
Indonesia,2011-24,3,2011-6
Iran (Islamic Republic of),2011-24,0,2011-6
Iraq,2011-24,0,2011-6
Israel,2011-24,NA,2011-6
Japan,2011-24,0,2011-6
Jordan,2011-24,0,2011-6
Kazakhstan,2011-24,0,2011-6
Kyrgyzstan,2011-24,NA,2011-6
Lao People's Democratic Republic,2011-24,0,2011-6
Malaysia,2011-24,0,2011-6
Mongolia,2011-24,0,2011-6
Nepal,2011-24,NA,2011-6
Oman,2011-24,3,2011-6
Pakistan,2011-24,0,2011-6
Philippines,2011-24,2,2011-6
Qatar,2011-24,2,2011-6
Republic of Korea,2011-24,0,2011-6
Singapore,2011-24,1,2011-6
Sri Lanka,2011-24,4,2011-6
Syrian Arab Republic,2011-24,NA,2011-6
Thailand,2011-24,1,2011-6
Turkey,2011-24,0,2011-6
Viet Nam,2011-24,6,2011-6
Afghanistan,2011-25,0,2011-6
Armenia,2011-25,0,2011-6
Azerbaijan,2011-25,0,2011-6
Bahrain,2011-25,NA,2011-6
Bangladesh,2011-25,0,2011-6
Bhutan,2011-25,0,2011-6
Cambodia,2011-25,5,2011-6
China,2011-25,0,2011-6
Georgia,2011-25,0,2011-6
India,2011-25,1,2011-6
Indonesia,2011-25,0,2011-6
Iran (Islamic Republic of),2011-25,0,2011-6
Iraq,2011-25,0,2011-6
Israel,2011-25,NA,2011-6
Japan,2011-25,0,2011-6
Jordan,2011-25,0,2011-6
Kazakhstan,2011-25,0,2011-6
Kyrgyzstan,2011-25,NA,2011-6
Lao People's Democratic Republic,2011-25,0,2011-6
Malaysia,2011-25,0,2011-6
Mongolia,2011-25,0,2011-6
Nepal,2011-25,2,2011-6
Oman,2011-25,0,2011-6
