Model	Last_Change_Date	Region	Make	Aircraft_Group	Regis_Code	Design_Character	No_Engines	Type_Engine	Type_Landing_Gear	TC_Data_Sheet_Number	TC_Model
737890      	07/17/2007	NM	BOEING	737   	1384527	2L7	2          	4F	RT	A16WE   	737890              
7378AS      	05/16/2014	NM	BOEING	737   	13844DI	2L7	2          	4F	RT	A16WE   	7378AS              
7378BK      	01/15/2008	NM	BOEING	737   	13844FG	2L7	2          	4F	RT	A16WE   	7378BK              
7378CT      	01/31/2014	NM	BOEING	737   	13844OA	2L7	2          	4F	RT	A16WE   	7378CT              
7378CX      	05/16/2014	NM	BOEING	737   	13844IA	2L7	2          	4F	RT	A16WE   	7378CX              
7378DC      	02/23/2011	NM	BOEING	737   	13844D5	2L7	2          	4F	RT	A16WE   	7378DC              
7378EF      	05/16/2014	NM	BOEING	737   	13844ZF	2L7	2          	4F	RT	A16WE   	7378EF              
7378EQ      	05/16/2014	NM	BOEING	737   	13844ZG	2L7	2          	4F	RT	A16WE   	7378EQ              
7378FH      	05/16/2014	NM	BOEING	737   	13844NA	2L7	2          	4F	RT	A16WE   	7378FH              
7378H4      	07/02/2012	NM	BOEING	737   	138440A	2L7	2          	4F	RT	A16WE   	7378H4              
7378K2      	03/21/2014	NM	BOEING	737   	13844CX	2L7	2          	4F	RT	A16WE   	7378K2              
7378Q8      	02/03/2000	NM	BOEING	737   	13844BX	2L7	2          	4F	RT	A16WE   	7378Q8              
737924      	04/11/2007	NM	BOEING	737   	13848A1	2L7	2          	4F	RT	A16WE   	737924              
737924ER    	07/02/2008	NM	BOEING	737   	13848A3	2L7	2          	4F	RT	A16WE   	737924ER            
737932ER    	01/31/2014	NM	BOEING	737   	138488K	2L7	2          	4F	RT	A16WE   	737932ER            
737990      	01/25/2013	NM	BOEING	737   	       	2L7	2          	4F	RT	A16WE   	737990              
737990ER    	01/25/2013	NM	BOEING	737   	13848CE	2L7	2          	4F	RT	A16WE   	737990ER            
7379B5      	04/11/2007	NM	BOEING	737   	138469B	2L7	2          	4F	RT	A16WE   	7379B5              
7379K2      	04/11/2007	NM	BOEING	737   	1382528	2L7	2          	4F	RT	A16WE   	7379K2              
73K24       	11/23/2007	NE	SPROUL	73K   	05617JH	1K0	0          	  	  	EXPA1K00	73K24               
744         	03/22/1983	EU	VICKER	745   	9470204	2L7	4          	4T	  	A814    	VISCOUNTTYPE744     
745         	03/22/1983	EU	VICKER	745   	9470402	2L7	4          	4T	  	A814    	VISCOUNTTYPE745     
745D        	03/22/1983	EU	VICKER	745   	9470404	2L7	4          	4T	  	A814    	VISCOUNTTYPE745D    
747         	07/12/1999	NM	BOEING	747   	UTILSYS	2L7	4          	4F	RT	A20WE   	747                 
747*        	05/25/1999	NM	BOEING	747   	       	2L7	4          	4F	RT	A20WE   	747*                
747100      	10/18/2001	NM	BOEING	747   	1384825	2L7	4          	4F	RT	A20WE   	747100              
747100BSUD  	11/09/2007	NM	BOEING	747   	1384827	2L7	4          	4F	RT	A20WE   	747100BSUD          
747121      	11/09/2007	NM	BOEING	747   	1384871	2L7	4          	4F	RT	A20WE   	747121              
747122      	11/09/2007	NM	BOEING	747   	1384872	2L7	4          	4F	RT	A20WE   	747122              
747123      	11/09/2007	NM	BOEING	747   	1384873	2L7	4          	4F	RT	A20WE   	747123              
747123F     	11/09/2007	NM	BOEING	747   	NIR    	2L7	4          	4F	RT	A20WE   	747123F             
747124      	11/09/2007	NM	BOEING	747   	1384874	2L7	4          	4F	RT	A20WE   	747124              
747127      	11/09/2007	NM	BOEING	747   	1384893	2L7	4          	4F	RT	A20WE   	747127              
747128      	11/09/2007	NM	BOEING	747   	1384894	2L7	4          	4F	RT	A20WE   	747128              
747129      	10/31/2001	NM	BOEING	747   	1384879	2L7	4          	4F	RT	A20WE   	747129              
747130      	11/09/2007	NM	BOEING	747   	1384880	2L7	4          	4F	RT	A20WE   	747130              
747131      	11/09/2007	NM	BOEING	747   	1384881	2L7	4          	4F	RT	A20WE   	747131              
747132      	11/09/2007	NM	BOEING	747   	1384882	2L7	4          	4F	RT	A20WE   	747132              
747133      	11/09/2007	NM	BOEING	747   	138448B	2L7	4          	4F	RT	A20WE   	747133              
747135      	11/09/2007	NM	BOEING	747   	1384885	2L7	4          	4F	RT	A20WE   	747135              
747136      	11/09/2007	NM	BOEING	747   	1384883	2L7	4          	4F	RT	A20WE   	747136              
747143      	11/09/2007	NM	BOEING	747   	1384901	2L7	4          	4F	RT	A20WE   	747143              
747146      	10/31/2001	NM	BOEING	747   	1384905	2L7	4          	4F	RT	A20WE   	747146              
747146B     	11/09/2007	NM	BOEING	747   	1384831	2L7	4          	4F	RT	A20WE   	747146B             
747146BSUD  	11/09/2007	NM	BOEING	747   	1384832	2L7	4          	4F	RT	A20WE   	747146BSUD          
